PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND
9282 fiendfa+ 20 0 232776 128100 27808 S 20.0 0.8 0:04.86 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.88 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.89 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.91 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:04.93 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.94 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.96 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:04.98 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.99 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.01 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:05.03 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.05 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.07 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.09 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.10 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.12 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.13 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.14 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.16 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.18 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.19 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:05.21 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.22 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.23 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:05.24 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.26 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.27 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:05.29 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:05.30 Main
